run,R,S,T,P,noise,prob_end,repetitions,turns,n_strategies,selected_strategies
545,3.12,0.1,4.82,2.03,0.05,0.09,75,96,3,"Evolved HMM 5|DoubleCrosser: (D, D)|Anti Tit For Tat"
546,2.86,0.08,4.57,1.12,0.01,0.06,24,137,8,"ZD-Extort-2: 0.1111111111111111, 0.5|Bully|Evolved HMM 5|Soft Joss: 0.9|Suspicious Tit For Tat|Meta Mixer: 7 players|DoubleCrosser: (D, D)|Random: 0.5"
547,4.12,1.54,5.06,3.56,0.0,0.06,10,160,15,"Alternator|Meta Winner: 14 players|Tit For Tat|GTFT: 0.33|DoubleCrosser: (D, D)|Cycler DC|Win-Shift Lose-Stay: D|ZD-GTFT-2: 0.25, 0.5|Cooperator|Win-Stay Lose-Shift|Evolved HMM 5|Defector|Random: 0.5|Evolved FSM 16|Soft Joss: 0.9"
548,4.03,1.82,5.54,2.07,0.09,0.02,28,53,12,"Defector|Cooperator|Alternator|ZD-GTFT-2: 0.25, 0.5|Anti Tit For Tat|Cycler DC|Grudger|Evolved HMM 5|Meta Winner: 10 players|DoubleCrosser: (D, D)|Meta Mixer: 10 players|GTFT: 0.33"
549,2.73,0.47,4.42,1.73,0.09,0.02,55,7,7,Soft Joss: 0.9|Cooperator|Tit For 2 Tats|Alternator|Meta Winner: 6 players|Suspicious Tit For Tat|Evolved FSM 16
550,2.92,1.06,4.1,1.38,0.06,0.01,32,130,21,"ZD-Extort-2: 0.1111111111111111, 0.5|Cooperator|Defector|Suspicious Tit For Tat|Meta Mixer: 19 players|Random: 0.5|Grudger|Meta Winner: 19 players|Evolved FSM 16|Evolved HMM 5|ZD-GTFT-2: 0.25, 0.5|Soft Joss: 0.9|Anti Tit For Tat|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|GTFT: 0.33|Bully|Cycler DC|Alternator|Win-Stay Lose-Shift|Tit For 2 Tats"
551,3.61,1.75,4.01,2.04,0.04,0.09,18,112,12,"Tit For Tat|Bully|Tit For 2 Tats|Random: 0.5|Alternator|Win-Shift Lose-Stay: D|GTFT: 0.33|ZD-GTFT-2: 0.25, 0.5|Meta Mixer: 11 players|Cooperator|DoubleCrosser: (D, D)|Win-Stay Lose-Shift"
552,3.05,0.61,4.02,1.29,0.0,0.06,36,190,12,"Grudger|Evolved FSM 16|DoubleCrosser: (D, D)|Defector|Meta Mixer: 10 players|Evolved HMM 5|ZD-Extort-2: 0.1111111111111111, 0.5|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Bully|Meta Winner: 10 players|GTFT: 0.33"
553,4.07,0.22,4.36,1.34,0.05,0.03,90,96,11,"Evolved FSM 16|GTFT: 0.33|Alternator|Meta Winner: 9 players|Meta Mixer: 9 players|Evolved HMM 5|Random: 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Grudger|Bully|Suspicious Tit For Tat"
554,2.79,1.09,4.09,2.07,0.02,0.0,38,24,16,"Bully|Cooperator|Random: 0.5|Soft Joss: 0.9|DoubleCrosser: (D, D)|Evolved HMM 5|Cycler DC|ZD-GTFT-2: 0.25, 0.5|Win-Stay Lose-Shift|Tit For 2 Tats|GTFT: 0.33|Alternator|Evolved FSM 16|Tit For Tat|Win-Shift Lose-Stay: D|Meta Winner: 15 players"
555,3.48,1.17,4.26,1.91,0.07,0.05,83,51,7,"Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Cycler DC|Evolved FSM 16|Meta Winner: 6 players|Bully|Cooperator"
556,3.83,1.31,4.5,1.85,0.05,0.06,76,148,11,"Cycler DC|GTFT: 0.33|DoubleCrosser: (D, D)|Grudger|Meta Winner: 9 players|Anti Tit For Tat|Tit For 2 Tats|Meta Mixer: 9 players|Alternator|Random: 0.5|Cooperator"
557,2.98,0.49,4.48,1.02,0.09,0.02,83,104,17,"Suspicious Tit For Tat|Soft Joss: 0.9|Evolved FSM 16|Win-Shift Lose-Stay: D|ZD-GTFT-2: 0.25, 0.5|Meta Mixer: 16 players|Cooperator|Grudger|Cycler DC|GTFT: 0.33|Evolved HMM 5|Defector|Tit For 2 Tats|Bully|DoubleCrosser: (D, D)|ZD-Extort-2: 0.1111111111111111, 0.5|Random: 0.5"
558,3.62,1.07,5.54,1.25,0.08,0.03,56,110,3,"ZD-GTFT-2: 0.25, 0.5|Cycler DC|Cooperator"
559,3.12,0.68,4.45,1.24,0.03,0.09,49,116,16,"ZD-GTFT-2: 0.25, 0.5|Bully|ZD-Extort-2: 0.1111111111111111, 0.5|Defector|Tit For 2 Tats|Evolved FSM 16|Suspicious Tit For Tat|Meta Mixer: 15 players|DoubleCrosser: (D, D)|GTFT: 0.33|Cooperator|Alternator|Grudger|Evolved HMM 5|Soft Joss: 0.9|Cycler DC"
560,3.95,1.22,5.72,3.36,0.02,0.09,77,43,14,"Defector|Cooperator|Meta Winner: 13 players|Tit For Tat|Cycler DC|DoubleCrosser: (D, D)|Suspicious Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Alternator|Random: 0.5|Soft Joss: 0.9|Tit For 2 Tats|Win-Shift Lose-Stay: D|GTFT: 0.33"
561,3.77,1.29,5.79,1.38,0.0,0.03,81,172,12,"Suspicious Tit For Tat|Evolved FSM 16|Meta Mixer: 10 players|Bully|Anti Tit For Tat|DoubleCrosser: (D, D)|Cycler DC|Evolved HMM 5|Tit For Tat|Soft Joss: 0.9|Cooperator|Meta Winner: 10 players"
562,2.24,0.14,4.02,1.39,0.06,0.05,94,113,12,"Cooperator|ZD-GTFT-2: 0.25, 0.5|Evolved FSM 16|Soft Joss: 0.9|Cycler DC|Bully|GTFT: 0.33|Evolved HMM 5|Meta Mixer: 11 players|Alternator|Suspicious Tit For Tat|DoubleCrosser: (D, D)"
563,4.2,1.76,4.21,2.93,0.04,0.09,95,127,16,"DoubleCrosser: (D, D)|Anti Tit For Tat|Cooperator|Win-Shift Lose-Stay: D|Evolved HMM 5|ZD-GTFT-2: 0.25, 0.5|GTFT: 0.33|Suspicious Tit For Tat|Random: 0.5|Cycler DC|Defector|Meta Mixer: 14 players|Alternator|Meta Winner: 14 players|Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5"
564,5.3,1.88,5.99,3.1,0.06,0.06,95,98,4,Evolved FSM 16|Cooperator|Evolved HMM 5|Meta Mixer: 3 players
565,3.83,1.5,4.72,3.56,0.04,0.07,54,166,17,"Soft Joss: 0.9|Evolved HMM 5|ZD-Extort-2: 0.1111111111111111, 0.5|Anti Tit For Tat|Tit For 2 Tats|DoubleCrosser: (D, D)|Alternator|Cooperator|Win-Stay Lose-Shift|Bully|Random: 0.5|GTFT: 0.33|Defector|Meta Mixer: 15 players|Cycler DC|Meta Winner: 15 players|Grudger"
566,4.94,1.64,5.46,2.0,0.03,0.1,41,71,17,"Anti Tit For Tat|GTFT: 0.33|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Defector|Suspicious Tit For Tat|Meta Mixer: 15 players|Grudger|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For 2 Tats|ZD-GTFT-2: 0.25, 0.5|Bully|Tit For Tat|Meta Winner: 15 players|Evolved FSM 16|Random: 0.5|Cycler DC"
567,4.48,1.38,5.08,4.36,0.03,0.09,21,164,15,"GTFT: 0.33|Evolved FSM 16|Random: 0.5|Defector|Tit For 2 Tats|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Grudger|Tit For Tat|Evolved HMM 5|Soft Joss: 0.9|ZD-GTFT-2: 0.25, 0.5|Meta Winner: 14 players|Bully"
568,4.67,2.32,5.82,3.06,0.05,0.04,99,20,9,"Bully|Meta Winner: 8 players|Evolved FSM 16|Tit For 2 Tats|Win-Shift Lose-Stay: D|Cycler DC|GTFT: 0.33|ZD-GTFT-2: 0.25, 0.5|Defector"
569,4.57,1.31,4.79,1.37,0.08,0.09,47,158,21,"Bully|GTFT: 0.33|Tit For Tat|Soft Joss: 0.9|Anti Tit For Tat|Evolved FSM 16|Cycler DC|Meta Mixer: 20 players|Random: 0.5|Alternator|ZD-Extort-2: 0.1111111111111111, 0.5|Cooperator|Evolved HMM 5|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Grudger|Defector|ZD-GTFT-2: 0.25, 0.5|DoubleCrosser: (D, D)|Tit For 2 Tats|Suspicious Tit For Tat"
570,3.56,1.01,4.83,2.45,0.08,0.06,90,148,15,"Win-Shift Lose-Stay: D|Grudger|Meta Winner: 13 players|DoubleCrosser: (D, D)|Meta Mixer: 13 players|ZD-GTFT-2: 0.25, 0.5|Tit For Tat|Defector|Evolved FSM 16|Soft Joss: 0.9|Anti Tit For Tat|Bully|Tit For 2 Tats|Cooperator|GTFT: 0.33"
571,4.01,2.81,4.19,3.97,0.05,0.01,87,59,14,"Meta Mixer: 13 players|ZD-GTFT-2: 0.25, 0.5|Tit For Tat|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Anti Tit For Tat|Evolved HMM 5|Win-Stay Lose-Shift|Evolved FSM 16|DoubleCrosser: (D, D)|Random: 0.5|Suspicious Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Bully"
572,3.23,1.5,4.06,1.96,0.01,0.04,94,116,12,"ZD-GTFT-2: 0.25, 0.5|Win-Stay Lose-Shift|GTFT: 0.33|Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|DoubleCrosser: (D, D)|Cycler DC|Tit For 2 Tats|Win-Shift Lose-Stay: D|Evolved FSM 16|Meta Mixer: 11 players|Defector"
573,3.97,2.45,4.81,3.04,0.04,0.05,53,47,6,"Win-Stay Lose-Shift|Grudger|Defector|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Random: 0.5"
574,2.57,0.46,4.18,1.31,0.06,0.01,67,193,6,"ZD-Extort-2: 0.1111111111111111, 0.5|Win-Shift Lose-Stay: D|Alternator|Anti Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Evolved HMM 5"
575,2.66,1.21,4.03,1.51,0.06,0.04,18,45,9,"Meta Mixer: 8 players|Evolved FSM 16|Random: 0.5|Defector|ZD-GTFT-2: 0.25, 0.5|Suspicious Tit For Tat|Grudger|Anti Tit For Tat|DoubleCrosser: (D, D)"
576,4.44,1.86,4.88,3.66,0.08,0.04,89,10,20,"Cooperator|Win-Stay Lose-Shift|Meta Mixer: 18 players|Meta Winner: 18 players|Grudger|Defector|ZD-Extort-2: 0.1111111111111111, 0.5|Soft Joss: 0.9|Anti Tit For Tat|Tit For Tat|Evolved HMM 5|Evolved FSM 16|Bully|Random: 0.5|Tit For 2 Tats|Win-Shift Lose-Stay: D|Cycler DC|ZD-GTFT-2: 0.25, 0.5|Suspicious Tit For Tat|Alternator"
577,4.08,2.09,4.12,2.48,0.07,0.08,85,26,19,"Bully|Meta Mixer: 17 players|GTFT: 0.33|ZD-Extort-2: 0.1111111111111111, 0.5|ZD-GTFT-2: 0.25, 0.5|Evolved HMM 5|Tit For 2 Tats|Random: 0.5|Win-Shift Lose-Stay: D|Evolved FSM 16|Cooperator|Cycler DC|Defector|Meta Winner: 17 players|Tit For Tat|Suspicious Tit For Tat|Anti Tit For Tat|DoubleCrosser: (D, D)|Grudger"
578,3.06,0.99,4.81,2.01,0.03,0.05,59,79,18,"Win-Stay Lose-Shift|Anti Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Mixer: 16 players|Suspicious Tit For Tat|Bully|Meta Winner: 16 players|Soft Joss: 0.9|Random: 0.5|Grudger|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Evolved FSM 16|Defector|Alternator|Cycler DC|Tit For Tat|GTFT: 0.33"
579,3.51,1.01,5.93,1.88,0.08,0.07,65,190,19,"ZD-Extort-2: 0.1111111111111111, 0.5|Defector|Meta Winner: 17 players|Grudger|Anti Tit For Tat|Suspicious Tit For Tat|Cooperator|Tit For Tat|Bully|Random: 0.5|Evolved HMM 5|Meta Mixer: 17 players|ZD-GTFT-2: 0.25, 0.5|Tit For 2 Tats|Soft Joss: 0.9|Win-Stay Lose-Shift|Cycler DC|GTFT: 0.33|Alternator"
580,2.8,0.3,4.09,2.62,0.03,0.09,94,85,8,"Tit For 2 Tats|Tit For Tat|Grudger|Meta Winner: 7 players|Anti Tit For Tat|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift"
581,3.66,1.42,4.49,3.35,0.06,0.09,90,80,9,"Meta Mixer: 8 players|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Alternator|Evolved FSM 16|ZD-GTFT-2: 0.25, 0.5|Tit For 2 Tats|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5"
582,5.1,1.8,5.8,3.0,0.06,0.04,99,197,17,"Cycler DC|Tit For Tat|Bully|Cooperator|Evolved HMM 5|Defector|Random: 0.5|Anti Tit For Tat|Evolved FSM 16|Win-Shift Lose-Stay: D|ZD-Extort-2: 0.1111111111111111, 0.5|DoubleCrosser: (D, D)|Meta Winner: 15 players|Suspicious Tit For Tat|Win-Stay Lose-Shift|Meta Mixer: 15 players|GTFT: 0.33"
583,3.47,0.15,4.57,1.27,0.08,0.09,21,143,18,"Suspicious Tit For Tat|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|Anti Tit For Tat|Random: 0.5|ZD-GTFT-2: 0.25, 0.5|Cooperator|Evolved HMM 5|Evolved FSM 16|Alternator|Meta Winner: 16 players|Bully|Soft Joss: 0.9|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Tit For Tat|Meta Mixer: 16 players|GTFT: 0.33"
584,3.5,1.15,4.64,3.37,0.1,0.09,54,119,9,Meta Mixer: 8 players|Anti Tit For Tat|Tit For 2 Tats|Evolved FSM 16|Cycler DC|Win-Stay Lose-Shift|Bully|Cooperator|Random: 0.5
585,4.43,0.88,4.88,3.06,0.02,0.05,50,15,6,"Meta Winner: 5 players|Bully|DoubleCrosser: (D, D)|ZD-Extort-2: 0.1111111111111111, 0.5|ZD-GTFT-2: 0.25, 0.5|Alternator"
586,3.54,0.18,4.45,2.43,0.06,0.09,83,166,15,"Win-Stay Lose-Shift|Evolved FSM 16|Tit For 2 Tats|Soft Joss: 0.9|Tit For Tat|Random: 0.5|Win-Shift Lose-Stay: D|Defector|GTFT: 0.33|ZD-GTFT-2: 0.25, 0.5|Meta Mixer: 14 players|Bully|Grudger|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved HMM 5"
587,2.86,0.44,4.86,1.08,0.09,0.09,61,33,14,"Suspicious Tit For Tat|Tit For 2 Tats|DoubleCrosser: (D, D)|Evolved FSM 16|Soft Joss: 0.9|ZD-GTFT-2: 0.25, 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Winner: 12 players|Tit For Tat|Defector|Meta Mixer: 12 players|Grudger|Random: 0.5|Bully"
588,4.09,1.88,4.39,3.04,0.09,0.05,62,96,12,"Suspicious Tit For Tat|Tit For 2 Tats|Cycler DC|Random: 0.5|Cooperator|Soft Joss: 0.9|Win-Stay Lose-Shift|ZD-Extort-2: 0.1111111111111111, 0.5|DoubleCrosser: (D, D)|Meta Mixer: 10 players|Evolved HMM 5|Meta Winner: 10 players"
589,2.46,0.28,4.1,1.81,0.04,0.05,33,114,3,Suspicious Tit For Tat|Tit For 2 Tats|Evolved HMM 5
590,2.93,0.5,4.31,2.51,0.04,0.05,26,196,18,"GTFT: 0.33|Evolved FSM 16|Meta Mixer: 16 players|ZD-Extort-2: 0.1111111111111111, 0.5|Anti Tit For Tat|Cooperator|Bully|ZD-GTFT-2: 0.25, 0.5|Alternator|DoubleCrosser: (D, D)|Tit For 2 Tats|Defector|Soft Joss: 0.9|Meta Winner: 16 players|Win-Shift Lose-Stay: D|Win-Stay Lose-Shift|Tit For Tat|Suspicious Tit For Tat"
591,4.38,0.85,4.63,2.51,0.02,0.03,81,41,7,"Defector|DoubleCrosser: (D, D)|Cooperator|ZD-GTFT-2: 0.25, 0.5|Meta Mixer: 5 players|Meta Winner: 5 players|Random: 0.5"
592,4.11,0.37,4.23,3.83,0.0,0.09,70,98,18,"Defector|Alternator|Evolved HMM 5|Grudger|Soft Joss: 0.9|Meta Winner: 16 players|ZD-GTFT-2: 0.25, 0.5|Random: 0.5|Meta Mixer: 16 players|Tit For Tat|GTFT: 0.33|Win-Stay Lose-Shift|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved FSM 16|Anti Tit For Tat|Bully|DoubleCrosser: (D, D)|Tit For 2 Tats"
593,2.68,0.25,4.27,1.66,0.1,0.08,95,51,13,"Win-Stay Lose-Shift|Bully|Grudger|Random: 0.5|Alternator|DoubleCrosser: (D, D)|Defector|Evolved HMM 5|ZD-Extort-2: 0.1111111111111111, 0.5|Cycler DC|Cooperator|Win-Shift Lose-Stay: D|Tit For 2 Tats"
594,3.51,0.73,4.33,2.76,0.1,0.03,44,192,17,"Meta Winner: 16 players|Bully|GTFT: 0.33|ZD-GTFT-2: 0.25, 0.5|Anti Tit For Tat|Cycler DC|Alternator|Grudger|Win-Stay Lose-Shift|Random: 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat|Cooperator|Tit For Tat|Evolved FSM 16|DoubleCrosser: (D, D)|Tit For 2 Tats"
595,5.01,1.91,5.03,2.7,0.01,0.03,43,142,9,"Random: 0.5|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Bully|Soft Joss: 0.9|Evolved HMM 5|GTFT: 0.33|DoubleCrosser: (D, D)|Evolved FSM 16"
596,5.06,3.11,5.17,4.93,0.03,0.07,88,32,4,Cycler DC|Suspicious Tit For Tat|Bully|Defector
597,4.07,0.8,4.18,1.01,0.02,0.0,20,100,13,"Meta Mixer: 12 players|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat|Random: 0.5|Evolved FSM 16|Evolved HMM 5|Defector|Tit For Tat|Cycler DC|Grudger|GTFT: 0.33|Win-Stay Lose-Shift|Alternator"
598,3.47,1.17,4.89,1.2,0.03,0.09,83,49,6,Bully|Suspicious Tit For Tat|Defector|GTFT: 0.33|Tit For Tat|Evolved FSM 16
599,4.33,0.82,4.79,1.99,0.06,0.02,42,89,10,"ZD-Extort-2: 0.1111111111111111, 0.5|Alternator|Win-Shift Lose-Stay: D|Win-Stay Lose-Shift|Defector|Bully|Anti Tit For Tat|Random: 0.5|Tit For Tat|ZD-GTFT-2: 0.25, 0.5"
600,5.01,2.73,5.35,2.79,0.07,0.03,56,179,22,"Meta Winner: 20 players|Bully|Evolved HMM 5|Win-Shift Lose-Stay: D|GTFT: 0.33|Soft Joss: 0.9|Grudger|Random: 0.5|Tit For 2 Tats|Tit For Tat|Defector|DoubleCrosser: (D, D)|Cycler DC|ZD-GTFT-2: 0.25, 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift|Evolved FSM 16|Anti Tit For Tat|Suspicious Tit For Tat|Meta Mixer: 20 players|Alternator|Cooperator"
601,3.38,1.0,5.38,3.09,0.08,0.09,61,119,17,"Soft Joss: 0.9|Cycler DC|Meta Mixer: 15 players|Tit For 2 Tats|DoubleCrosser: (D, D)|Alternator|Evolved FSM 16|Evolved HMM 5|Defector|Suspicious Tit For Tat|GTFT: 0.33|Bully|Meta Winner: 15 players|ZD-GTFT-2: 0.25, 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Cooperator|Win-Shift Lose-Stay: D"
602,2.96,0.3,4.03,1.53,0.05,0.02,80,72,10,"Suspicious Tit For Tat|Random: 0.5|Evolved FSM 16|Meta Mixer: 9 players|DoubleCrosser: (D, D)|ZD-GTFT-2: 0.25, 0.5|Defector|Tit For Tat|GTFT: 0.33|Alternator"
603,3.69,0.72,5.2,1.92,0.07,0.01,82,122,5,"Alternator|Soft Joss: 0.9|Grudger|DoubleCrosser: (D, D)|Tit For Tat"
604,4.41,3.4,4.63,4.32,0.06,0.06,52,179,9,"Cycler DC|GTFT: 0.33|Evolved HMM 5|Tit For Tat|Evolved FSM 16|ZD-GTFT-2: 0.25, 0.5|Random: 0.5|Win-Stay Lose-Shift|ZD-Extort-2: 0.1111111111111111, 0.5"
605,2.74,0.89,4.3,1.92,0.09,0.09,44,18,17,Tit For 2 Tats|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Cycler DC|Grudger|Anti Tit For Tat|Random: 0.5|Cooperator|Soft Joss: 0.9|GTFT: 0.33|Alternator|Defector|Meta Winner: 15 players|Tit For Tat|Bully|Meta Mixer: 15 players|Evolved FSM 16
606,3.9,1.69,5.91,1.91,0.02,0.08,34,153,22,"Cooperator|Win-Stay Lose-Shift|Anti Tit For Tat|Suspicious Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|ZD-GTFT-2: 0.25, 0.5|Meta Mixer: 20 players|Meta Winner: 20 players|Tit For 2 Tats|Evolved HMM 5|DoubleCrosser: (D, D)|Alternator|Cycler DC|Random: 0.5|Soft Joss: 0.9|Evolved FSM 16|Bully|GTFT: 0.33|Win-Shift Lose-Stay: D|Defector|Grudger|Tit For Tat"
607,4.13,1.84,4.74,4.11,0.04,0.02,66,195,13,"Cooperator|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Meta Mixer: 12 players|Suspicious Tit For Tat|Evolved FSM 16|Win-Stay Lose-Shift|Bully|Random: 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Defector|Alternator|Anti Tit For Tat"
608,2.69,0.26,4.1,1.81,0.08,0.04,13,161,16,"Meta Mixer: 14 players|GTFT: 0.33|Tit For 2 Tats|Defector|Meta Winner: 14 players|Anti Tit For Tat|Win-Stay Lose-Shift|Evolved HMM 5|Random: 0.5|Evolved FSM 16|DoubleCrosser: (D, D)|Alternator|Win-Shift Lose-Stay: D|ZD-GTFT-2: 0.25, 0.5|Bully|Cooperator"
609,3.11,1.27,4.68,2.58,0.05,0.05,92,102,7,"ZD-GTFT-2: 0.25, 0.5|Bully|Suspicious Tit For Tat|Soft Joss: 0.9|Defector|Cooperator|Win-Shift Lose-Stay: D"
610,3.02,0.9,4.64,2.28,0.05,0.03,13,172,16,"ZD-GTFT-2: 0.25, 0.5|Bully|Anti Tit For Tat|Suspicious Tit For Tat|Evolved FSM 16|Evolved HMM 5|Tit For Tat|Win-Stay Lose-Shift|Random: 0.5|Alternator|Defector|Meta Winner: 14 players|Soft Joss: 0.9|Grudger|Meta Mixer: 14 players|Cooperator"
611,3.42,0.36,4.56,2.24,0.02,0.06,52,51,13,"Win-Shift Lose-Stay: D|Tit For 2 Tats|Cooperator|Win-Stay Lose-Shift|Soft Joss: 0.9|Alternator|ZD-GTFT-2: 0.25, 0.5|Evolved HMM 5|GTFT: 0.33|DoubleCrosser: (D, D)|Meta Winner: 12 players|Suspicious Tit For Tat|Evolved FSM 16"
612,4.48,1.01,5.44,2.59,0.08,0.09,71,144,22,"Win-Stay Lose-Shift|Tit For Tat|Bully|Cooperator|Alternator|ZD-GTFT-2: 0.25, 0.5|Anti Tit For Tat|DoubleCrosser: (D, D)|ZD-Extort-2: 0.1111111111111111, 0.5|Cycler DC|Soft Joss: 0.9|Tit For 2 Tats|Meta Mixer: 20 players|Suspicious Tit For Tat|Evolved FSM 16|Grudger|Win-Shift Lose-Stay: D|Meta Winner: 20 players|Random: 0.5|GTFT: 0.33|Defector|Evolved HMM 5"
613,3.3,1.07,5.48,1.64,0.03,0.0,25,78,7,Win-Shift Lose-Stay: D|Soft Joss: 0.9|Suspicious Tit For Tat|Cooperator|Alternator|Random: 0.5|Defector
614,3.76,1.23,5.16,1.75,0.05,0.07,29,56,5,Tit For 2 Tats|Meta Winner: 4 players|Alternator|Anti Tit For Tat|Random: 0.5
615,4.24,1.03,4.73,2.76,0.09,0.07,79,38,13,"Meta Mixer: 11 players|Grudger|DoubleCrosser: (D, D)|Defector|Tit For 2 Tats|Meta Winner: 11 players|Soft Joss: 0.9|Evolved HMM 5|ZD-GTFT-2: 0.25, 0.5|Cycler DC|Bully|GTFT: 0.33|Tit For Tat"
616,4.47,0.64,4.69,4.41,0.03,0.06,30,147,7,"Suspicious Tit For Tat|Tit For 2 Tats|Bully|DoubleCrosser: (D, D)|Cooperator|ZD-Extort-2: 0.1111111111111111, 0.5|Anti Tit For Tat"
617,3.75,0.94,5.04,1.7,0.09,0.07,97,182,13,"Random: 0.5|Cooperator|GTFT: 0.33|Grudger|ZD-GTFT-2: 0.25, 0.5|Tit For 2 Tats|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Mixer: 12 players|Win-Stay Lose-Shift|Defector|Evolved HMM 5|Suspicious Tit For Tat|Anti Tit For Tat"
618,3.58,0.97,4.45,1.4,0.08,0.07,74,28,18,"Cycler DC|Bully|Win-Stay Lose-Shift|Tit For Tat|Tit For 2 Tats|Evolved FSM 16|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|GTFT: 0.33|Anti Tit For Tat|Cooperator|Alternator|DoubleCrosser: (D, D)|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Winner: 17 players|Soft Joss: 0.9|ZD-GTFT-2: 0.25, 0.5|Defector"
619,3.1,0.54,5.2,1.79,0.06,0.09,91,158,21,"Anti Tit For Tat|Random: 0.5|Meta Winner: 19 players|Meta Mixer: 19 players|GTFT: 0.33|Grudger|Alternator|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For Tat|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Evolved FSM 16|DoubleCrosser: (D, D)|Defector|Tit For 2 Tats|Cooperator|Evolved HMM 5|ZD-GTFT-2: 0.25, 0.5|Soft Joss: 0.9|Win-Stay Lose-Shift"
620,4.07,0.28,4.49,2.94,0.04,0.03,87,121,4,"GTFT: 0.33|Win-Stay Lose-Shift|ZD-GTFT-2: 0.25, 0.5|Soft Joss: 0.9"
621,3.0,0.13,4.43,1.02,0.09,0.08,74,114,5,"ZD-Extort-2: 0.1111111111111111, 0.5|Defector|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Evolved HMM 5"
622,4.21,2.33,5.17,2.58,0.03,0.02,47,154,13,"DoubleCrosser: (D, D)|Cooperator|Cycler DC|Bully|Suspicious Tit For Tat|Random: 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Mixer: 12 players|Alternator|ZD-GTFT-2: 0.25, 0.5|Grudger|GTFT: 0.33|Evolved HMM 5"
623,5.29,1.49,5.48,3.41,0.04,0.07,12,182,19,"Grudger|Meta Mixer: 17 players|ZD-GTFT-2: 0.25, 0.5|Cooperator|DoubleCrosser: (D, D)|Random: 0.5|Anti Tit For Tat|Cycler DC|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Meta Winner: 17 players|Evolved FSM 16|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift|Tit For 2 Tats|Bully|Defector|GTFT: 0.33|Evolved HMM 5"
624,4.57,3.71,4.8,4.24,0.01,0.02,83,48,9,"Soft Joss: 0.9|ZD-GTFT-2: 0.25, 0.5|Grudger|Meta Mixer: 8 players|Win-Shift Lose-Stay: D|Random: 0.5|Bully|Tit For 2 Tats|GTFT: 0.33"
625,2.98,0.49,4.37,2.11,0.01,0.01,99,101,3,"Grudger|Anti Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5"
626,3.78,1.27,4.02,1.38,0.09,0.08,34,170,18,"Random: 0.5|Meta Winner: 16 players|Suspicious Tit For Tat|Cooperator|Defector|Tit For 2 Tats|Bully|Meta Mixer: 16 players|GTFT: 0.33|Soft Joss: 0.9|Win-Shift Lose-Stay: D|ZD-Extort-2: 0.1111111111111111, 0.5|Anti Tit For Tat|Tit For Tat|Win-Stay Lose-Shift|Cycler DC|Grudger|ZD-GTFT-2: 0.25, 0.5"
