run,R,S,T,P,noise,prob_end,repetitions,turns,n_strategies,selected_strategies
199,3,0,5,1,0.07,0.07,30,128,14,Evolved HMM 5|Meta Winner: 12 players|Win-Shift Lose-Stay: D|Defector|Grudger|Bully|Random: 0.5|Tit For 2 Tats|Cycler DC|Anti Tit For Tat|Alternator|Meta Mixer: 12 players|Suspicious Tit For Tat|Soft Joss: 0.9
200,3,0,5,1,0.05,0.03,83,161,5,Random: 0.5|Soft Joss: 0.9|Evolved HMM 5|Grudger|Anti Tit For Tat
201,3,0,5,1,0.05,0.06,57,41,11,"Cooperator|Meta Mixer: 9 players|Meta Winner: 9 players|Tit For Tat|Alternator|Random: 0.5|DoubleCrosser: (D, D)|Soft Joss: 0.9|Evolved FSM 16|Tit For 2 Tats|Evolved HMM 5"
202,3,0,5,1,0.04,0.09,32,10,20,"DoubleCrosser: (D, D)|Tit For Tat|GTFT: 0.33|Meta Mixer: 18 players|Meta Winner: 18 players|Soft Joss: 0.9|Grudger|Defector|Cycler DC|Anti Tit For Tat|Win-Stay Lose-Shift|Tit For 2 Tats|Evolved FSM 16|Random: 0.5|Win-Shift Lose-Stay: D|Alternator|Evolved HMM 5|Suspicious Tit For Tat|Bully|Cooperator"
203,3,0,5,1,0.01,0.05,46,199,12,"GTFT: 0.33|Bully|Evolved FSM 16|Soft Joss: 0.9|Alternator|Defector|Cooperator|Cycler DC|Win-Stay Lose-Shift|Tit For 2 Tats|Grudger|DoubleCrosser: (D, D)"
204,3,0,5,1,0.05,0.06,73,198,9,"Evolved FSM 16|Tit For Tat|Cycler DC|Alternator|DoubleCrosser: (D, D)|Evolved HMM 5|Cooperator|Win-Shift Lose-Stay: D|Defector"
205,3,0,5,1,0.06,0.07,11,86,3,Tit For 2 Tats|Win-Stay Lose-Shift|Cooperator
206,3,0,5,1,0.02,0.1,63,126,4,Cycler DC|Win-Shift Lose-Stay: D|Bully|Anti Tit For Tat
207,3,0,5,1,0.09,0.09,76,106,14,"Soft Joss: 0.9|Bully|Cooperator|Evolved HMM 5|Cycler DC|GTFT: 0.33|DoubleCrosser: (D, D)|Suspicious Tit For Tat|Anti Tit For Tat|Win-Stay Lose-Shift|Meta Winner: 13 players|Alternator|Tit For 2 Tats|Defector"
208,3,0,5,1,0.1,0.02,43,81,15,"GTFT: 0.33|Meta Winner: 13 players|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Tit For Tat|Anti Tit For Tat|Cooperator|Bully|Win-Stay Lose-Shift|Evolved FSM 16|Tit For 2 Tats|Meta Mixer: 13 players|Grudger|DoubleCrosser: (D, D)|Suspicious Tit For Tat"
209,3,0,5,1,0.03,0.01,55,198,9,Soft Joss: 0.9|Win-Stay Lose-Shift|Meta Winner: 8 players|Win-Shift Lose-Stay: D|Cooperator|Anti Tit For Tat|Bully|Tit For 2 Tats|GTFT: 0.33
210,3,0,5,1,0.03,0.07,87,11,9,GTFT: 0.33|Cycler DC|Bully|Tit For Tat|Grudger|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Alternator|Meta Winner: 8 players
211,3,0,5,1,0.03,0.08,32,8,15,"Soft Joss: 0.9|Evolved FSM 16|Meta Mixer: 14 players|Tit For Tat|Cooperator|Evolved HMM 5|Anti Tit For Tat|Tit For 2 Tats|Bully|DoubleCrosser: (D, D)|Alternator|Win-Stay Lose-Shift|Random: 0.5|GTFT: 0.33|Suspicious Tit For Tat"
212,3,0,5,1,0.08,0.04,90,166,5,Meta Mixer: 3 players|Meta Winner: 3 players|Win-Shift Lose-Stay: D|Bully|Alternator
213,3,0,5,1,0.1,0.02,92,114,7,Bully|GTFT: 0.33|Cooperator|Anti Tit For Tat|Soft Joss: 0.9|Alternator|Meta Winner: 6 players
214,3,0,5,1,0.09,0.04,60,128,3,"Tit For 2 Tats|DoubleCrosser: (D, D)|Defector"
215,3,0,5,1,0.04,0.09,45,72,17,Cycler DC|Anti Tit For Tat|Tit For Tat|Win-Stay Lose-Shift|Random: 0.5|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Evolved FSM 16|Alternator|Meta Mixer: 15 players|Meta Winner: 15 players|Soft Joss: 0.9|Bully|Cooperator|GTFT: 0.33|Evolved HMM 5|Defector
216,3,0,5,1,0.06,0.08,12,98,14,Random: 0.5|Evolved FSM 16|Meta Winner: 13 players|Grudger|GTFT: 0.33|Suspicious Tit For Tat|Cycler DC|Bully|Alternator|Defector|Win-Stay Lose-Shift|Cooperator|Evolved HMM 5|Soft Joss: 0.9
217,3,0,5,1,0.08,0.01,70,136,14,"Meta Mixer: 12 players|Tit For Tat|Defector|Cooperator|Meta Winner: 12 players|GTFT: 0.33|Evolved HMM 5|Cycler DC|Win-Shift Lose-Stay: D|Alternator|DoubleCrosser: (D, D)|Suspicious Tit For Tat|Evolved FSM 16|Grudger"
218,3,0,5,1,0.1,0.02,40,152,13,Grudger|Meta Mixer: 11 players|Alternator|Meta Winner: 11 players|Cycler DC|Win-Stay Lose-Shift|Cooperator|Tit For 2 Tats|Tit For Tat|Win-Shift Lose-Stay: D|Random: 0.5|Bully|Evolved HMM 5
219,3,0,5,1,0.0,0.01,87,57,3,Evolved HMM 5|Random: 0.5|Alternator
220,3,0,5,1,0.03,0.06,26,88,8,GTFT: 0.33|Anti Tit For Tat|Alternator|Cycler DC|Evolved HMM 5|Tit For 2 Tats|Meta Mixer: 7 players|Win-Shift Lose-Stay: D
221,3,0,5,1,0.09,0.1,57,181,15,"Meta Mixer: 14 players|Cooperator|GTFT: 0.33|Win-Stay Lose-Shift|Evolved FSM 16|Bully|Soft Joss: 0.9|Grudger|Suspicious Tit For Tat|Random: 0.5|Tit For Tat|Defector|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Cycler DC"
222,3,0,5,1,0.07,0.09,55,58,8,Tit For 2 Tats|Win-Stay Lose-Shift|Meta Mixer: 7 players|Cycler DC|Defector|Grudger|Alternator|Soft Joss: 0.9
223,3,0,5,1,0.09,0.04,82,9,8,Meta Winner: 7 players|GTFT: 0.33|Tit For Tat|Cooperator|Random: 0.5|Bully|Defector|Grudger
224,3,0,5,1,0.01,0.03,50,43,5,GTFT: 0.33|Soft Joss: 0.9|Alternator|Win-Shift Lose-Stay: D|Suspicious Tit For Tat
225,3,0,5,1,0.02,0.01,42,28,3,Anti Tit For Tat|Tit For 2 Tats|Soft Joss: 0.9
226,3,0,5,1,0.07,0.1,62,127,15,"Grudger|Evolved FSM 16|Tit For 2 Tats|Cooperator|Random: 0.5|Meta Mixer: 13 players|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|GTFT: 0.33|Meta Winner: 13 players|Evolved HMM 5|Bully|Tit For Tat|Alternator|Suspicious Tit For Tat"
227,3,0,5,1,0.03,0.03,23,19,13,"Defector|Tit For 2 Tats|Meta Winner: 11 players|Bully|Evolved HMM 5|Evolved FSM 16|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Tit For Tat|Alternator|Suspicious Tit For Tat|Random: 0.5|Meta Mixer: 11 players"
228,3,0,5,1,0.02,0.01,36,49,16,Evolved FSM 16|Meta Winner: 14 players|Win-Shift Lose-Stay: D|Win-Stay Lose-Shift|Evolved HMM 5|Cooperator|Anti Tit For Tat|Alternator|Suspicious Tit For Tat|Random: 0.5|Meta Mixer: 14 players|Tit For Tat|Bully|Tit For 2 Tats|GTFT: 0.33|Grudger
229,3,0,5,1,0.04,0.03,94,161,18,"Suspicious Tit For Tat|Cooperator|Alternator|Meta Winner: 16 players|Defector|GTFT: 0.33|Cycler DC|Anti Tit For Tat|Tit For Tat|Tit For 2 Tats|DoubleCrosser: (D, D)|Evolved HMM 5|Grudger|Meta Mixer: 16 players|Random: 0.5|Bully|Evolved FSM 16|Win-Stay Lose-Shift"
230,3,0,5,1,0.05,0.02,58,95,8,Soft Joss: 0.9|Anti Tit For Tat|Win-Shift Lose-Stay: D|Meta Winner: 7 players|Evolved HMM 5|Cycler DC|Cooperator|Random: 0.5
231,3,0,5,1,0.06,0.02,99,171,6,"Bully|Grudger|Evolved FSM 16|DoubleCrosser: (D, D)|Tit For Tat|Win-Shift Lose-Stay: D"
232,3,0,5,1,0.01,0.04,76,108,20,"Random: 0.5|Meta Mixer: 18 players|Tit For Tat|Meta Winner: 18 players|Win-Stay Lose-Shift|Anti Tit For Tat|Suspicious Tit For Tat|Grudger|Alternator|Win-Shift Lose-Stay: D|Evolved HMM 5|GTFT: 0.33|Bully|Tit For 2 Tats|Cooperator|Soft Joss: 0.9|Cycler DC|DoubleCrosser: (D, D)|Evolved FSM 16|Defector"
233,3,0,5,1,0.0,0.01,97,112,9,"Cycler DC|Win-Shift Lose-Stay: D|GTFT: 0.33|Bully|Evolved HMM 5|Suspicious Tit For Tat|Meta Mixer: 8 players|Soft Joss: 0.9|DoubleCrosser: (D, D)"
234,3,0,5,1,0.03,0.03,68,4,19,"DoubleCrosser: (D, D)|Cooperator|Meta Winner: 17 players|Cycler DC|Evolved HMM 5|Win-Stay Lose-Shift|Soft Joss: 0.9|Evolved FSM 16|Anti Tit For Tat|Grudger|Tit For 2 Tats|GTFT: 0.33|Random: 0.5|Suspicious Tit For Tat|Tit For Tat|Bully|Meta Mixer: 17 players|Win-Shift Lose-Stay: D|Defector"
235,3,0,5,1,0.07,0.06,70,10,8,Win-Shift Lose-Stay: D|Tit For 2 Tats|Cycler DC|Meta Mixer: 7 players|Anti Tit For Tat|Suspicious Tit For Tat|Defector|Grudger
236,3,0,5,1,0.02,0.07,44,96,3,GTFT: 0.33|Win-Stay Lose-Shift|Meta Mixer: 2 players
237,3,0,5,1,0.03,0.05,99,176,6,Tit For Tat|Cycler DC|Win-Stay Lose-Shift|Soft Joss: 0.9|GTFT: 0.33|Meta Mixer: 5 players
238,3,0,5,1,0.07,0.06,21,49,17,"Suspicious Tit For Tat|DoubleCrosser: (D, D)|Random: 0.5|Evolved HMM 5|Grudger|Meta Mixer: 15 players|Alternator|Win-Shift Lose-Stay: D|Bully|Anti Tit For Tat|Cycler DC|Tit For 2 Tats|Meta Winner: 15 players|GTFT: 0.33|Win-Stay Lose-Shift|Defector|Soft Joss: 0.9"
239,3,0,5,1,0.02,0.09,35,15,10,Anti Tit For Tat|Soft Joss: 0.9|Meta Winner: 9 players|Grudger|Suspicious Tit For Tat|Cycler DC|Defector|Tit For Tat|Win-Shift Lose-Stay: D|Random: 0.5
240,3,0,5,1,0.06,0.01,13,62,14,Random: 0.5|Soft Joss: 0.9|Defector|Meta Winner: 13 players|Grudger|Evolved FSM 16|Bully|Cycler DC|Evolved HMM 5|Anti Tit For Tat|Tit For 2 Tats|Alternator|Suspicious Tit For Tat|Win-Shift Lose-Stay: D
241,3,0,5,1,0.02,0.06,37,57,10,"Suspicious Tit For Tat|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Evolved HMM 5|Alternator|Evolved FSM 16|Tit For 2 Tats|Soft Joss: 0.9|GTFT: 0.33|Random: 0.5"
242,3,0,5,1,0.05,0.01,32,154,3,Tit For Tat|Win-Shift Lose-Stay: D|Win-Stay Lose-Shift
243,3,0,5,1,0.07,0.07,45,109,15,Grudger|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Meta Mixer: 13 players|Cycler DC|GTFT: 0.33|Evolved FSM 16|Win-Stay Lose-Shift|Evolved HMM 5|Meta Winner: 13 players|Anti Tit For Tat|Alternator|Random: 0.5|Defector
244,3,0,5,1,0.1,0.08,81,166,12,"Win-Stay Lose-Shift|Cooperator|Random: 0.5|Bully|GTFT: 0.33|Cycler DC|Evolved FSM 16|Defector|Soft Joss: 0.9|Grudger|DoubleCrosser: (D, D)|Meta Mixer: 11 players"
245,3,0,5,1,0.01,0.08,17,154,15,"GTFT: 0.33|Cycler DC|Alternator|Random: 0.5|Win-Stay Lose-Shift|Meta Mixer: 14 players|Suspicious Tit For Tat|DoubleCrosser: (D, D)|Tit For 2 Tats|Evolved FSM 16|Evolved HMM 5|Cooperator|Defector|Tit For Tat|Grudger"
246,3,0,5,1,0.02,0.05,70,172,14,"Evolved HMM 5|Win-Stay Lose-Shift|Defector|Evolved FSM 16|Meta Mixer: 12 players|Anti Tit For Tat|Tit For Tat|Bully|Grudger|Cycler DC|Win-Shift Lose-Stay: D|Tit For 2 Tats|Meta Winner: 12 players|DoubleCrosser: (D, D)"
247,3,0,5,1,0.01,0.04,49,108,13,Grudger|Win-Shift Lose-Stay: D|Win-Stay Lose-Shift|Soft Joss: 0.9|Cooperator|Tit For Tat|Alternator|GTFT: 0.33|Evolved FSM 16|Meta Winner: 12 players|Tit For 2 Tats|Anti Tit For Tat|Evolved HMM 5
248,3,0,5,1,0.09,0.05,97,98,19,"Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Anti Tit For Tat|Cycler DC|Evolved HMM 5|Cooperator|Defector|Suspicious Tit For Tat|Meta Winner: 17 players|Tit For Tat|Bully|Meta Mixer: 17 players|Grudger|Tit For 2 Tats|Alternator|Soft Joss: 0.9|GTFT: 0.33|Random: 0.5|Win-Shift Lose-Stay: D"
249,3,0,5,1,0.03,0.01,67,71,9,Defector|Meta Mixer: 7 players|Meta Winner: 7 players|Random: 0.5|Bully|Evolved HMM 5|Win-Stay Lose-Shift|Suspicious Tit For Tat|GTFT: 0.33
250,3,0,5,1,0.04,0.04,71,99,3,Anti Tit For Tat|Evolved FSM 16|Suspicious Tit For Tat
