run,R,S,T,P,noise,prob_end,repetitions,turns,n_strategies,selected_strategies
533,2.77,-0.55,4.04,0.89,0.04,0.07,78,14,12,"Anti Tit For Tat|Evolved FSM 16|Grudger|Alternator|GTFT: 0.33|Soft Joss: 0.9|DoubleCrosser: (D, D)|Cycler DC|Win-Stay Lose-Shift|Cooperator|Evolved HMM 5|Defector"
534,3.24,0.57,5.45,1.73,0.09,0.08,23,142,15,"Win-Stay Lose-Shift|Evolved FSM 16|Soft Joss: 0.9|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Bully|Suspicious Tit For Tat|Tit For Tat|Grudger|Cooperator|Meta Mixer: 14 players|Alternator|Cycler DC|Evolved HMM 5|Defector"
535,2.79,-0.28,4.68,1.23,0.07,0.08,87,4,6,Win-Stay Lose-Shift|Meta Mixer: 5 players|GTFT: 0.33|Win-Shift Lose-Stay: D|Defector|Tit For Tat
536,3.69,-0.88,4.96,0.44,0.09,0.03,88,142,13,"Bully|Soft Joss: 0.9|Defector|Win-Shift Lose-Stay: D|Evolved HMM 5|Cycler DC|DoubleCrosser: (D, D)|Tit For Tat|Meta Winner: 12 players|Cooperator|Grudger|Win-Stay Lose-Shift|Alternator"
537,3.31,0.01,4.47,0.37,0.04,0.03,80,184,10,Anti Tit For Tat|Win-Shift Lose-Stay: D|Meta Mixer: 9 players|Alternator|Grudger|Evolved FSM 16|Random: 0.5|Evolved HMM 5|Win-Stay Lose-Shift|Cooperator
538,2.65,0.65,4.47,0.74,0.04,0.06,46,37,3,GTFT: 0.33|Grudger|Meta Winner: 2 players
539,3.18,-0.58,4.3,0.21,0.03,0.07,75,149,14,Suspicious Tit For Tat|Tit For 2 Tats|Anti Tit For Tat|Cycler DC|Meta Mixer: 12 players|Random: 0.5|GTFT: 0.33|Evolved FSM 16|Soft Joss: 0.9|Cooperator|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Meta Winner: 12 players|Evolved HMM 5
540,3.7,-0.9,5.47,1.06,0.05,0.05,66,82,11,"Suspicious Tit For Tat|Meta Mixer: 10 players|Win-Stay Lose-Shift|Tit For Tat|GTFT: 0.33|Cooperator|Tit For 2 Tats|DoubleCrosser: (D, D)|Defector|Soft Joss: 0.9|Evolved HMM 5"
541,3.94,-0.11,4.63,1.39,0.1,0.04,20,91,20,"Evolved HMM 5|Bully|Grudger|Random: 0.5|Tit For Tat|Meta Winner: 18 players|Tit For 2 Tats|Suspicious Tit For Tat|Cooperator|Win-Stay Lose-Shift|Meta Mixer: 18 players|Win-Shift Lose-Stay: D|Evolved FSM 16|DoubleCrosser: (D, D)|Soft Joss: 0.9|Cycler DC|Anti Tit For Tat|GTFT: 0.33|Defector|Alternator"
542,2.99,-0.6,4.3,1.76,0.02,0.05,31,31,16,"Win-Shift Lose-Stay: D|Evolved FSM 16|Random: 0.5|Cooperator|Cycler DC|DoubleCrosser: (D, D)|Alternator|Suspicious Tit For Tat|Soft Joss: 0.9|Bully|Anti Tit For Tat|GTFT: 0.33|Tit For 2 Tats|Evolved HMM 5|Meta Winner: 15 players|Win-Stay Lose-Shift"
543,3.11,-0.76,4.8,1.42,0.09,0.09,85,156,6,"Anti Tit For Tat|Bully|Grudger|Soft Joss: 0.9|DoubleCrosser: (D, D)|GTFT: 0.33"
544,3.67,-0.05,4.9,0.58,0.01,0.02,85,131,5,Cycler DC|Alternator|Grudger|Soft Joss: 0.9|Tit For 2 Tats
545,2.35,-0.44,4.64,1.45,0.08,0.02,73,88,4,Meta Mixer: 2 players|Evolved HMM 5|Meta Winner: 2 players|Evolved FSM 16
546,2.85,-0.36,5.69,0.65,0.02,0.01,36,111,19,"Win-Shift Lose-Stay: D|Meta Mixer: 17 players|GTFT: 0.33|Cooperator|Grudger|Cycler DC|Bully|Anti Tit For Tat|Soft Joss: 0.9|Random: 0.5|Tit For Tat|Win-Stay Lose-Shift|Evolved HMM 5|Tit For 2 Tats|DoubleCrosser: (D, D)|Defector|Alternator|Meta Winner: 17 players|Suspicious Tit For Tat"
547,2.41,0.51,4.28,1.68,0.0,0.09,79,138,9,Alternator|Random: 0.5|Meta Winner: 7 players|Grudger|Suspicious Tit For Tat|Cycler DC|Win-Stay Lose-Shift|Meta Mixer: 7 players|Evolved HMM 5
548,3.94,0.49,5.34,1.61,0.02,0.01,30,130,13,"Win-Shift Lose-Stay: D|Soft Joss: 0.9|Evolved HMM 5|Bully|GTFT: 0.33|Meta Mixer: 11 players|Alternator|Suspicious Tit For Tat|Anti Tit For Tat|Meta Winner: 11 players|Defector|Cooperator|DoubleCrosser: (D, D)"
549,3.25,0.17,5.9,0.49,0.09,0.02,35,68,18,"Cycler DC|Random: 0.5|Defector|Meta Mixer: 16 players|Win-Stay Lose-Shift|Bully|Cooperator|GTFT: 0.33|Anti Tit For Tat|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Alternator|Suspicious Tit For Tat|Tit For 2 Tats|Evolved HMM 5|Meta Winner: 16 players|Grudger|Soft Joss: 0.9"
550,2.84,-0.24,4.36,0.53,0.06,0.06,71,136,8,Win-Stay Lose-Shift|Tit For Tat|Meta Winner: 7 players|Random: 0.5|Evolved HMM 5|Tit For 2 Tats|GTFT: 0.33|Suspicious Tit For Tat
551,3.09,-0.56,5.2,0.59,0.1,0.09,46,108,17,"GTFT: 0.33|Tit For Tat|DoubleCrosser: (D, D)|Cooperator|Defector|Meta Mixer: 15 players|Random: 0.5|Meta Winner: 15 players|Anti Tit For Tat|Evolved FSM 16|Suspicious Tit For Tat|Bully|Soft Joss: 0.9|Win-Stay Lose-Shift|Evolved HMM 5|Cycler DC|Tit For 2 Tats"
552,2.82,-0.35,5.7,1.12,0.07,0.04,66,109,15,Win-Shift Lose-Stay: D|Anti Tit For Tat|Meta Winner: 13 players|Random: 0.5|Tit For Tat|Defector|GTFT: 0.33|Alternator|Cycler DC|Evolved HMM 5|Suspicious Tit For Tat|Cooperator|Bully|Grudger|Meta Mixer: 13 players
553,3.08,-0.96,4.26,1.9,0.04,0.08,52,91,20,"Bully|Anti Tit For Tat|Evolved HMM 5|Suspicious Tit For Tat|Grudger|Win-Shift Lose-Stay: D|Cooperator|Meta Winner: 18 players|Soft Joss: 0.9|Evolved FSM 16|DoubleCrosser: (D, D)|Cycler DC|Tit For 2 Tats|Tit For Tat|GTFT: 0.33|Win-Stay Lose-Shift|Meta Mixer: 18 players|Defector|Alternator|Random: 0.5"
554,2.04,-0.79,4.07,1.88,0.04,0.05,30,73,12,Alternator|Tit For Tat|Meta Mixer: 11 players|Anti Tit For Tat|Win-Shift Lose-Stay: D|Grudger|Evolved HMM 5|Tit For 2 Tats|Suspicious Tit For Tat|GTFT: 0.33|Soft Joss: 0.9|Bully
555,3.75,-0.85,5.64,1.72,0.05,0.07,63,6,3,Evolved FSM 16|Cycler DC|Cooperator
556,3.59,0.21,5.47,0.39,0.03,0.03,75,191,3,Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Soft Joss: 0.9
557,2.53,-0.06,4.41,1.31,0.03,0.01,62,144,11,Random: 0.5|Win-Stay Lose-Shift|Evolved FSM 16|Evolved HMM 5|Tit For Tat|Suspicious Tit For Tat|Alternator|Meta Winner: 10 players|Grudger|Soft Joss: 0.9|Defector
558,3.43,0.16,5.53,0.9,0.0,0.08,67,95,18,"Meta Mixer: 16 players|Cooperator|Win-Stay Lose-Shift|GTFT: 0.33|Cycler DC|Tit For 2 Tats|Evolved HMM 5|Anti Tit For Tat|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Bully|Meta Winner: 16 players|Tit For Tat|Random: 0.5|Grudger|Alternator|Defector|DoubleCrosser: (D, D)"
559,2.95,0.13,5.23,1.45,0.02,0.08,42,106,12,"GTFT: 0.33|Cycler DC|Anti Tit For Tat|Meta Winner: 10 players|DoubleCrosser: (D, D)|Random: 0.5|Alternator|Meta Mixer: 10 players|Grudger|Cooperator|Win-Shift Lose-Stay: D|Tit For Tat"
560,2.63,-0.36,5.09,1.3,0.07,0.05,20,27,16,Bully|Tit For 2 Tats|Cycler DC|Alternator|Defector|Win-Shift Lose-Stay: D|Grudger|Anti Tit For Tat|Meta Winner: 14 players|Cooperator|Tit For Tat|Meta Mixer: 14 players|Evolved HMM 5|GTFT: 0.33|Suspicious Tit For Tat|Soft Joss: 0.9
561,3.76,-0.36,5.44,0.54,0.09,0.06,31,37,12,Evolved HMM 5|Suspicious Tit For Tat|Grudger|Meta Winner: 11 players|Win-Shift Lose-Stay: D|Tit For Tat|Soft Joss: 0.9|Cooperator|Defector|Bully|GTFT: 0.33|Random: 0.5
562,2.95,-0.64,5.43,0.64,0.05,0.1,10,80,9,Suspicious Tit For Tat|Cooperator|Evolved FSM 16|Soft Joss: 0.9|GTFT: 0.33|Anti Tit For Tat|Alternator|Win-Stay Lose-Shift|Tit For Tat
563,2.85,-0.27,5.82,1.46,0.08,0.09,81,139,9,Bully|Meta Mixer: 7 players|Cycler DC|Cooperator|Suspicious Tit For Tat|Evolved FSM 16|Meta Winner: 7 players|Soft Joss: 0.9|Win-Stay Lose-Shift
564,3.59,0.53,4.2,1.17,0.03,0.08,85,155,11,"Meta Winner: 10 players|Random: 0.5|Suspicious Tit For Tat|Defector|Alternator|Tit For 2 Tats|Cooperator|DoubleCrosser: (D, D)|Anti Tit For Tat|Win-Stay Lose-Shift|Bully"
565,2.95,-0.84,4.29,0.0,0.1,0.01,66,109,18,"GTFT: 0.33|Win-Stay Lose-Shift|Evolved HMM 5|Cooperator|Tit For Tat|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|DoubleCrosser: (D, D)|Tit For 2 Tats|Random: 0.5|Defector|Cycler DC|Meta Mixer: 16 players|Soft Joss: 0.9|Alternator|Grudger|Anti Tit For Tat|Meta Winner: 16 players"
566,3.67,0.68,5.89,1.42,0.06,0.05,42,176,6,"Evolved FSM 16|DoubleCrosser: (D, D)|Grudger|Defector|Alternator|Meta Mixer: 5 players"
567,2.93,0.46,4.73,1.34,0.02,0.06,34,98,14,Defector|Alternator|Suspicious Tit For Tat|Soft Joss: 0.9|Grudger|Win-Shift Lose-Stay: D|Cooperator|Meta Mixer: 12 players|Win-Stay Lose-Shift|Cycler DC|Meta Winner: 12 players|Anti Tit For Tat|Random: 0.5|Bully
568,2.11,-0.94,4.55,1.14,0.07,0.05,87,162,17,"Random: 0.5|Defector|Meta Winner: 15 players|Cooperator|Anti Tit For Tat|Meta Mixer: 15 players|Alternator|Win-Stay Lose-Shift|Grudger|Bully|GTFT: 0.33|Tit For 2 Tats|Evolved FSM 16|Evolved HMM 5|DoubleCrosser: (D, D)|Soft Joss: 0.9|Suspicious Tit For Tat"
569,3.7,0.42,5.67,0.63,0.09,0.06,56,133,3,"Tit For 2 Tats|DoubleCrosser: (D, D)|Anti Tit For Tat"
570,3.65,0.46,4.13,1.0,0.01,0.04,45,156,9,"Evolved HMM 5|DoubleCrosser: (D, D)|Defector|Alternator|Win-Stay Lose-Shift|Cycler DC|Win-Shift Lose-Stay: D|Evolved FSM 16|Anti Tit For Tat"
571,3.14,0.13,4.68,1.39,0.05,0.01,21,47,5,Defector|GTFT: 0.33|Alternator|Meta Winner: 4 players|Evolved FSM 16
572,3.67,0.8,4.49,1.28,0.02,0.08,26,80,4,Tit For 2 Tats|Win-Stay Lose-Shift|Defector|Win-Shift Lose-Stay: D
573,2.63,-0.62,4.28,0.45,0.09,0.02,47,67,17,"Win-Shift Lose-Stay: D|Bully|Random: 0.5|Grudger|Evolved HMM 5|Defector|Tit For 2 Tats|GTFT: 0.33|Meta Winner: 15 players|Tit For Tat|Meta Mixer: 15 players|Alternator|Suspicious Tit For Tat|Anti Tit For Tat|Cycler DC|Soft Joss: 0.9|DoubleCrosser: (D, D)"
574,2.68,0.1,4.58,1.94,0.07,0.03,75,198,9,Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Soft Joss: 0.9|Meta Winner: 8 players|Anti Tit For Tat|Evolved FSM 16|Random: 0.5|Evolved HMM 5|GTFT: 0.33
575,2.95,-0.35,5.26,0.93,0.06,0.07,14,83,6,"Grudger|Alternator|Defector|DoubleCrosser: (D, D)|Random: 0.5|Evolved FSM 16"
576,3.81,-0.28,4.67,0.37,0.02,0.05,12,113,17,"Meta Mixer: 15 players|Meta Winner: 15 players|DoubleCrosser: (D, D)|Tit For 2 Tats|Random: 0.5|Evolved FSM 16|Cooperator|Cycler DC|Grudger|Defector|Win-Stay Lose-Shift|GTFT: 0.33|Tit For Tat|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Bully|Alternator"
577,3.75,0.8,5.94,1.53,0.05,0.04,44,148,15,Meta Mixer: 14 players|Alternator|Defector|Evolved HMM 5|Evolved FSM 16|Soft Joss: 0.9|Cycler DC|Win-Stay Lose-Shift|Grudger|Win-Shift Lose-Stay: D|Cooperator|Bully|GTFT: 0.33|Random: 0.5|Tit For Tat
578,2.69,-0.08,4.28,0.79,0.07,0.02,32,78,12,"Bully|Defector|Tit For Tat|Suspicious Tit For Tat|DoubleCrosser: (D, D)|Anti Tit For Tat|Grudger|Cooperator|Meta Winner: 10 players|GTFT: 0.33|Win-Shift Lose-Stay: D|Meta Mixer: 10 players"
579,2.32,0.1,4.01,0.2,0.04,0.02,70,172,15,Soft Joss: 0.9|Tit For Tat|Cooperator|Tit For 2 Tats|Cycler DC|Defector|Evolved HMM 5|Bully|Suspicious Tit For Tat|Meta Winner: 14 players|Random: 0.5|Grudger|Win-Shift Lose-Stay: D|Win-Stay Lose-Shift|Alternator
580,3.34,-0.95,4.69,1.94,0.09,0.02,40,95,14,"GTFT: 0.33|Evolved HMM 5|Alternator|Tit For 2 Tats|Bully|Meta Winner: 13 players|Cooperator|Random: 0.5|Tit For Tat|DoubleCrosser: (D, D)|Evolved FSM 16|Soft Joss: 0.9|Cycler DC|Win-Shift Lose-Stay: D"
581,2.77,-0.7,4.19,0.36,0.03,0.07,71,9,11,"DoubleCrosser: (D, D)|Defector|Meta Mixer: 9 players|Tit For 2 Tats|Cooperator|Tit For Tat|Evolved HMM 5|Anti Tit For Tat|Evolved FSM 16|GTFT: 0.33|Meta Winner: 9 players"
582,2.81,-0.68,5.31,1.61,0.01,0.05,97,117,3,"Random: 0.5|Tit For 2 Tats|DoubleCrosser: (D, D)"
583,3.6,-0.25,5.21,0.9,0.05,0.03,78,94,6,"Defector|DoubleCrosser: (D, D)|Evolved FSM 16|Tit For 2 Tats|Bully|Random: 0.5"
584,3.9,-0.48,4.01,1.42,0.05,0.06,68,112,4,Soft Joss: 0.9|Win-Stay Lose-Shift|Anti Tit For Tat|Cooperator
585,2.85,0.53,4.74,1.35,0.0,0.03,47,92,16,"Alternator|Soft Joss: 0.9|GTFT: 0.33|Win-Stay Lose-Shift|Anti Tit For Tat|Evolved HMM 5|Random: 0.5|Defector|Grudger|Meta Winner: 15 players|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Cooperator|DoubleCrosser: (D, D)|Evolved FSM 16|Cycler DC"
586,3.45,-0.14,4.19,1.27,0.03,0.1,98,159,10,Evolved HMM 5|Meta Mixer: 9 players|Soft Joss: 0.9|Anti Tit For Tat|Bully|Defector|Evolved FSM 16|Alternator|Random: 0.5|Win-Stay Lose-Shift
587,3.28,-0.24,5.95,1.76,0.1,0.01,91,192,12,"DoubleCrosser: (D, D)|Tit For 2 Tats|Alternator|Defector|Win-Shift Lose-Stay: D|Grudger|GTFT: 0.33|Soft Joss: 0.9|Anti Tit For Tat|Suspicious Tit For Tat|Meta Mixer: 11 players|Cooperator"
588,3.99,0.08,5.14,1.23,0.08,0.07,16,96,18,"Suspicious Tit For Tat|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Defector|Evolved FSM 16|Random: 0.5|GTFT: 0.33|Alternator|Win-Stay Lose-Shift|Meta Winner: 16 players|Bully|Cycler DC|Soft Joss: 0.9|Tit For 2 Tats|Cooperator|Anti Tit For Tat|Meta Mixer: 16 players|Tit For Tat"
589,3.22,0.22,4.44,1.46,0.05,0.04,86,85,20,"Tit For 2 Tats|Random: 0.5|Evolved FSM 16|Alternator|GTFT: 0.33|Defector|Soft Joss: 0.9|DoubleCrosser: (D, D)|Tit For Tat|Bully|Grudger|Win-Stay Lose-Shift|Cooperator|Cycler DC|Meta Winner: 18 players|Anti Tit For Tat|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Meta Mixer: 18 players|Evolved HMM 5"
590,3.14,-0.03,5.32,0.16,0.1,0.01,77,95,12,"Win-Stay Lose-Shift|GTFT: 0.33|Soft Joss: 0.9|Evolved FSM 16|Alternator|Bully|Meta Winner: 11 players|DoubleCrosser: (D, D)|Evolved HMM 5|Tit For 2 Tats|Defector|Suspicious Tit For Tat"
591,3.53,-0.43,4.83,1.5,0.07,0.1,58,138,7,Tit For 2 Tats|Cooperator|Meta Mixer: 5 players|Meta Winner: 5 players|Suspicious Tit For Tat|Evolved FSM 16|Anti Tit For Tat
592,3.2,-0.27,4.84,0.64,0.01,0.09,91,196,13,"Evolved HMM 5|Evolved FSM 16|Meta Mixer: 11 players|Tit For 2 Tats|Tit For Tat|DoubleCrosser: (D, D)|Suspicious Tit For Tat|Random: 0.5|Meta Winner: 11 players|Cycler DC|Grudger|Bully|Win-Shift Lose-Stay: D"
593,3.37,0.16,5.31,0.2,0.04,0.04,34,163,3,Meta Winner: 2 players|Tit For Tat|Cycler DC
594,3.01,0.14,5.22,0.16,0.04,0.0,88,64,8,Meta Mixer: 7 players|Random: 0.5|Bully|Grudger|Alternator|Evolved HMM 5|Win-Stay Lose-Shift|Tit For 2 Tats
595,3.1,0.7,5.31,1.73,0.02,0.04,40,45,18,"Suspicious Tit For Tat|GTFT: 0.33|Cycler DC|Win-Stay Lose-Shift|Bully|Soft Joss: 0.9|Alternator|Cooperator|Evolved HMM 5|Tit For Tat|Meta Mixer: 16 players|Tit For 2 Tats|Grudger|Anti Tit For Tat|Meta Winner: 16 players|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Random: 0.5"
596,3.74,-0.51,5.68,1.82,0.07,0.01,14,175,16,"Evolved HMM 5|Random: 0.5|Tit For 2 Tats|Bully|DoubleCrosser: (D, D)|Cycler DC|Grudger|Win-Shift Lose-Stay: D|Anti Tit For Tat|Win-Stay Lose-Shift|Evolved FSM 16|Alternator|Tit For Tat|Cooperator|Defector|GTFT: 0.33"
597,2.8,0.54,4.59,1.64,0.04,0.07,75,162,17,"DoubleCrosser: (D, D)|Cooperator|Meta Mixer: 15 players|Cycler DC|Win-Shift Lose-Stay: D|Tit For 2 Tats|Meta Winner: 15 players|Win-Stay Lose-Shift|Anti Tit For Tat|Bully|Defector|Suspicious Tit For Tat|Soft Joss: 0.9|Grudger|Random: 0.5|Evolved FSM 16|Tit For Tat"
598,2.66,-0.08,4.53,1.39,0.07,0.08,43,88,12,Soft Joss: 0.9|GTFT: 0.33|Meta Winner: 11 players|Win-Shift Lose-Stay: D|Evolved HMM 5|Win-Stay Lose-Shift|Alternator|Tit For 2 Tats|Bully|Grudger|Random: 0.5|Cycler DC
599,3.76,0.43,4.05,1.13,0.03,0.07,82,163,12,Random: 0.5|Soft Joss: 0.9|Win-Stay Lose-Shift|Cycler DC|Evolved HMM 5|Bully|Evolved FSM 16|Meta Winner: 11 players|Suspicious Tit For Tat|Tit For 2 Tats|Cooperator|Alternator
600,3.17,-0.98,5.7,0.3,0.04,0.05,76,104,18,"Meta Winner: 16 players|Defector|Grudger|Cycler DC|GTFT: 0.33|Win-Shift Lose-Stay: D|Meta Mixer: 16 players|Suspicious Tit For Tat|Tit For Tat|Random: 0.5|Bully|Soft Joss: 0.9|Evolved FSM 16|Anti Tit For Tat|Cooperator|DoubleCrosser: (D, D)|Alternator|Win-Stay Lose-Shift"
601,2.68,-0.55,5.89,0.62,0.03,0.08,25,167,9,Grudger|Random: 0.5|Soft Joss: 0.9|Alternator|Tit For Tat|Meta Winner: 8 players|Cooperator|Defector|GTFT: 0.33
602,3.25,0.01,4.07,1.9,0.03,0.1,78,21,4,Soft Joss: 0.9|Meta Mixer: 3 players|Evolved HMM 5|Tit For Tat
603,3.83,-0.73,5.47,1.81,0.03,0.02,41,150,18,"Soft Joss: 0.9|Cooperator|Evolved FSM 16|Anti Tit For Tat|GTFT: 0.33|Tit For 2 Tats|Random: 0.5|Evolved HMM 5|Meta Mixer: 16 players|Tit For Tat|Meta Winner: 16 players|DoubleCrosser: (D, D)|Win-Stay Lose-Shift|Grudger|Win-Shift Lose-Stay: D|Alternator|Defector|Bully"
604,3.14,0.72,4.97,1.16,0.01,0.09,92,50,17,"Alternator|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|Meta Mixer: 16 players|Random: 0.5|GTFT: 0.33|Bully|Defector|Evolved HMM 5|Tit For Tat|Grudger|Cycler DC|Win-Stay Lose-Shift|Evolved FSM 16|Soft Joss: 0.9|Anti Tit For Tat|Suspicious Tit For Tat"
605,3.12,-0.12,4.55,0.62,0.1,0.09,72,2,13,Evolved HMM 5|Random: 0.5|Meta Mixer: 11 players|Defector|Meta Winner: 11 players|Anti Tit For Tat|Tit For 2 Tats|Suspicious Tit For Tat|GTFT: 0.33|Cycler DC|Soft Joss: 0.9|Tit For Tat|Evolved FSM 16
606,3.7,-0.69,5.57,1.22,0.1,0.1,93,153,16,Win-Shift Lose-Stay: D|Tit For Tat|Meta Winner: 14 players|Random: 0.5|Win-Stay Lose-Shift|Defector|Bully|Cycler DC|Soft Joss: 0.9|Grudger|GTFT: 0.33|Meta Mixer: 14 players|Tit For 2 Tats|Cooperator|Evolved FSM 16|Suspicious Tit For Tat
607,3.29,-0.09,4.82,0.28,0.03,0.08,35,54,11,"Win-Stay Lose-Shift|Grudger|Alternator|GTFT: 0.33|DoubleCrosser: (D, D)|Tit For 2 Tats|Suspicious Tit For Tat|Defector|Win-Shift Lose-Stay: D|Meta Mixer: 10 players|Cooperator"
608,3.24,-0.45,5.59,0.88,0.01,0.02,71,185,18,"Anti Tit For Tat|Tit For 2 Tats|Random: 0.5|Tit For Tat|Win-Shift Lose-Stay: D|Win-Stay Lose-Shift|Soft Joss: 0.9|Suspicious Tit For Tat|Alternator|Meta Winner: 17 players|Grudger|Defector|Cycler DC|Evolved HMM 5|Bully|Cooperator|Evolved FSM 16|DoubleCrosser: (D, D)"
609,3.65,0.18,5.46,1.75,0.06,0.06,66,63,13,Meta Mixer: 12 players|Evolved FSM 16|Win-Shift Lose-Stay: D|Evolved HMM 5|Win-Stay Lose-Shift|Grudger|Alternator|Bully|Anti Tit For Tat|Defector|GTFT: 0.33|Tit For Tat|Cooperator
610,2.94,-0.33,4.37,0.92,0.07,0.07,42,155,3,"Cycler DC|Cooperator|DoubleCrosser: (D, D)"
611,3.61,0.66,4.85,1.6,0.01,0.1,57,5,16,Anti Tit For Tat|Evolved HMM 5|GTFT: 0.33|Random: 0.5|Win-Stay Lose-Shift|Meta Mixer: 14 players|Defector|Evolved FSM 16|Meta Winner: 14 players|Grudger|Soft Joss: 0.9|Tit For 2 Tats|Win-Shift Lose-Stay: D|Cycler DC|Tit For Tat|Suspicious Tit For Tat
612,3.5,-0.14,5.99,1.53,0.03,0.05,29,167,13,"Bully|Defector|GTFT: 0.33|Soft Joss: 0.9|DoubleCrosser: (D, D)|Evolved HMM 5|Alternator|Suspicious Tit For Tat|Win-Stay Lose-Shift|Cycler DC|Random: 0.5|Tit For 2 Tats|Grudger"
613,3.54,0.31,5.17,1.06,0.02,0.08,55,184,7,Suspicious Tit For Tat|Cycler DC|Meta Winner: 6 players|Win-Stay Lose-Shift|Defector|Anti Tit For Tat|Alternator
614,3.89,-0.75,5.07,0.08,0.03,0.01,50,59,9,"Suspicious Tit For Tat|Win-Stay Lose-Shift|Defector|DoubleCrosser: (D, D)|Win-Shift Lose-Stay: D|Cooperator|Soft Joss: 0.9|Tit For 2 Tats|Evolved FSM 16"
615,3.76,-0.75,4.05,1.89,0.09,0.0,36,98,4,Soft Joss: 0.9|Meta Winner: 3 players|Tit For 2 Tats|Suspicious Tit For Tat
616,2.76,-0.81,4.41,1.63,0.02,0.09,76,32,8,"Suspicious Tit For Tat|Cooperator|Random: 0.5|Grudger|GTFT: 0.33|Meta Winner: 6 players|Meta Mixer: 6 players|DoubleCrosser: (D, D)"
617,3.6,-0.49,5.97,0.72,0.01,0.05,10,98,16,"Tit For 2 Tats|Cooperator|Grudger|Evolved FSM 16|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Anti Tit For Tat|Suspicious Tit For Tat|GTFT: 0.33|Cycler DC|Meta Mixer: 14 players|Soft Joss: 0.9|Meta Winner: 14 players|Random: 0.5|Alternator|Bully"
618,2.02,-0.72,4.35,1.04,0.05,0.0,86,54,12,"Grudger|DoubleCrosser: (D, D)|Defector|Meta Mixer: 10 players|Evolved FSM 16|Bully|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Meta Winner: 10 players|GTFT: 0.33|Tit For 2 Tats|Random: 0.5"
619,3.25,-0.47,4.61,1.82,0.03,0.08,52,8,18,"Anti Tit For Tat|Cycler DC|DoubleCrosser: (D, D)|Meta Winner: 16 players|Tit For 2 Tats|Random: 0.5|Win-Stay Lose-Shift|Grudger|Win-Shift Lose-Stay: D|Bully|GTFT: 0.33|Evolved HMM 5|Alternator|Evolved FSM 16|Soft Joss: 0.9|Tit For Tat|Cooperator|Meta Mixer: 16 players"
620,2.95,0.71,4.22,1.97,0.05,0.01,87,164,3,Win-Stay Lose-Shift|Random: 0.5|Meta Mixer: 2 players
621,3.34,-0.01,5.91,0.19,0.08,0.06,26,57,19,"Cycler DC|Meta Winner: 17 players|Tit For Tat|Bully|Cooperator|Grudger|Suspicious Tit For Tat|Meta Mixer: 17 players|Win-Stay Lose-Shift|Anti Tit For Tat|Random: 0.5|Soft Joss: 0.9|Tit For 2 Tats|GTFT: 0.33|Defector|Evolved HMM 5|Evolved FSM 16|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)"
622,2.1,-0.64,4.77,0.4,0.01,0.0,40,42,15,"GTFT: 0.33|Alternator|Random: 0.5|Evolved FSM 16|Grudger|Cooperator|Meta Winner: 14 players|Win-Stay Lose-Shift|Suspicious Tit For Tat|Tit For Tat|Soft Joss: 0.9|DoubleCrosser: (D, D)|Cycler DC|Win-Shift Lose-Stay: D|Tit For 2 Tats"
623,2.56,0.85,4.24,1.54,0.03,0.09,42,88,18,Evolved FSM 16|Soft Joss: 0.9|Cooperator|GTFT: 0.33|Win-Shift Lose-Stay: D|Anti Tit For Tat|Tit For 2 Tats|Defector|Suspicious Tit For Tat|Evolved HMM 5|Alternator|Random: 0.5|Bully|Win-Stay Lose-Shift|Meta Mixer: 16 players|Meta Winner: 16 players|Grudger|Cycler DC
624,2.59,-0.39,5.1,1.75,0.04,0.1,20,130,8,Tit For 2 Tats|Evolved HMM 5|Suspicious Tit For Tat|Cycler DC|Tit For Tat|Meta Winner: 7 players|Alternator|Cooperator
625,2.71,-0.7,5.47,1.2,0.09,0.05,78,93,20,"Tit For Tat|Evolved HMM 5|Defector|Grudger|Evolved FSM 16|Anti Tit For Tat|GTFT: 0.33|Bully|DoubleCrosser: (D, D)|Meta Mixer: 18 players|Win-Stay Lose-Shift|Cooperator|Tit For 2 Tats|Cycler DC|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Random: 0.5|Alternator|Meta Winner: 18 players"
626,3.8,0.79,4.59,1.94,0.05,0.01,48,1,5,Win-Shift Lose-Stay: D|Evolved FSM 16|Win-Stay Lose-Shift|Suspicious Tit For Tat|Bully
